set,sort_name,card_number, name,gc02,gc03,gc04,gc05,gc06,gc07,gc08,gc09,gc10,gc11,gc12,dc02,dc03,dc04,dc05,dc06,dc07,dc08,dc09,dc10,dc11,dc12,specialty,s1,s2,s3,s4,s5,s6,prioritys,priorityt,subx,suby,tagx,tagy,oc02,oc03,oc04,oc05,oc06,oc07,oc08,oc09,oc10,oc11,oc12,ro02,ro03,ro04,ro05,ro06,ro07,ro08,ro09,ro10,ro11,ro12,division,promotion,era,year,position,notes,template
SuperSet '86,Marty Jannetty,86_B20,Marty Jannetty,OC,OC,OC,OC,DC,OC/TT,DC,OC,DC,OC,OC,A,B,A,B,C,A,Reverse,B,A,A,B,Midnight Bodypress,8,10 P/A,11,12,13,9 P/A,2,4,9,12,2,7,Headscissors 7,Armbar 5 (xx),Inside Backdrop 7,Lady's Man Slam 8,Hip Toss Into Post 9,Cartwheel 7,Elbow Smash 6,Midnight Body Press (S),Lightning Dropkicks 7,Ropes,Rocker Slam 8 P/A,N/A,N/A,Midnight Body Press (S),N/A,Sunset Flip 10 P/A,Sunset Flip 10 P/A,Cross Body Block 7,Dropkick 8,N/A,N/A,Rocker Slam 10 P/A,Young Star,AWA,PD,1986,Tag Team,AWA tag team with S. Michaels in June 1986.,true
SuperSet '86,Shawn Michaels,86_B21,Shawn Michaels,OC,OC,DC,DC,OC,OC/TT,OC,DC,OC,DC,DC,B,A,A,B,Reverse,A,C,B,A,A,B,Midnight Bodypress,14,8 P/A,10,10 P/A,9,9,2,4,2,5,7,12,Rocker Slam 7 P/A,Ropes,Snap Mare 5,Midnight Body Press (S),Pumping Arm Twist 8,Shoulder Smash 6,Side Bodyblock 9,Knee To Gut 7,Longhorn Suplex 10,Arm Drag And Twist 6 (xx),Elbow Slice 7,Sunset Flip 10 P/A,Sunset Flip 10 P/A,N/A,Midnight Body Press (S),Shoulder Smash 7,Shoulder Smash 8,Elbow Smash 9,N/A,N/A,N/A,N/A,Young Star,AWA,PD,1986,Tag Team,AWA tag team with M. Jannetty in June 1986.,true
SuperSet '86,Uncle Elmer,86_B22,Uncle Elmer,OC,DC,DC,DC,OC/TT,OC,OC,OC,DC,DC,OC,Reverse,A,B,A,A,A,C,A,B,B,B,Man Mountain Splash,10 P/A,11,10,11,12,9,2,3,2,4,8,12,Belly Bump 7,Bodydrop 6,Blackhug 10*,Billygoat Kick 5,Overhead Smash 9 (xx),Power Forearms 8,Shoulder Block 6,Kick To Belly 7,Man Mountain Splash (S),Throw Thru Ropes (DQ),Ropes,Man Mountain Splash (S),N/A,N/A,Throw Out Of Ring (DQ),Belly Bump 9,Belly Bump 11,Belly Bump 14,Overhead Right 6,N/A,N/A,Man Mountain Splash (S),Super Heavyweight,WWF,PD,1986,Tag Team,Memphis tag team with J. Lawler in June 1986. Former Hillbilly tag team.,true
SuperSet '86,Cousin Luke,86_B23,Cousin Luke,OC,OC,DC,DC,OC,OC,OC,DC,OC/TT,DC,DC,Reverse,B,A,B,B,A,A,B,A,C,A,Okie Drop,9 P/A,12,8,9,10,12,2,2,2,5,2,5,Ropes,Bodydrop 9,Kick to Shin 5,Swing Your Partner 7,Stomp With Workboot 8,Lazy Forearm 5,Back Bodydrop 6,Belly Bump 7,Country Bearhug 10*,Okie Drop (S),Headbutt 6 (xx),N/A,Lazy Forearm 5,Belly Bump 7,N/A,Belly Bump 7,Okie Drop (S),Okie Drop (S),N/A,Belly Bump 6 P/A,N/A,N/A,Super Heavyweight,WWF,PD,1986,Lower Card,WWF singles wrestler in June 1986.,true
SuperSet '86,Mark Youngblood,86_B24,Mark Youngblood,DC,OC,OC/TT,OC,DC,OC,OC,DC,OC,DC,DC,B,Reverse,C,A,B,A,B,A,B,A,A,War Dance,10,14,10 P/A,12,11,11,2,2,2,5,2,5,Sleeperhold 7*,Bow And Arrow 8,Snap Mare 7 (xx),Apache Takedown 8,Full Nelson 6,Tomahawk Chop 7,Spinning Toehold 9,War Dance (S),Indian Ropeburn 9,Legscissors 8,Ropes,Sleeper 9*,N/A,N/A,War Dance (S),N/A,Tomahawk Chop 7,N/A,Tomahawk Chop 7,N/A,Indian Slide 6 P/A,N/A,Young Star,World Class,PD,1986,Mid Card,World Class singles wrestler in June 1986.,true
SuperSet '86,Sam Houston,86_B25,Sam Houston,DC,DC,OC,OC,DC,OC,DC,OC,OC,OC/TT,DC,C,A,A,A,B,B,B,A,B,A,Reverse,Bulldog,12,11,13 P/A,10,9,8,2,1,2,6,2,4,Longhorn Smash 7,Texas Hippos 7,Bulldog (S),Lariat 6,Armdrag Take-Down 6,Fireman Carry 8,Full Nelson 9,Left Uppercut 7,Dropkick 6,Flying Body Presss 8 (xx),Ropes,Bodyblock 8,Bodyblock 8,N/A,N/A,N/A,N/A,N/A,Lariat 7,Lariat 8 P/A,Shoulder Block 6,Texas Hiptoss 10,Young Star,NWA,PD,1986,Lower Card,NWA singles wrestler in June 1986.,true
SuperSet '87,Brian Blair,87_C01,Brian Blair,OC,OC,DC,DC,OC,OC/TT,OC,OC,DC,DC,DC,A,B,B,B,A,A,Reverse,C,A,B,A,The Buzzer,11,9,11 P/A,9,12,8 P/A,3,4,2,4,9,12,Arm Buster 7,Small Package 10 P/A,Honey Plex 9,Rolling Headscissors 8,Leglock 6,Sling Shot 7,Elbow Smash 8,Atomic Drop 7,Fireman's Carry 6 (xx),The Buzzer (S),Ropes,Small Package 8 P/A,N/A,Throw Out Of Ring (DQ),N/A,Dropkicks 7,Bodyblock 6,Elbow Smash 9,Flying Body Press 8,N/A,The Buzzer (S),N/A,Heavyweight,WWF,PD,1987,Tag Team,WWF tag team with J. Brunzell in May 1987.,true
SuperSet '87,Dino Bravo,87_C02,Dino Bravo,DC,DC,DC,DC,OC/TT,OC,OC,OC,DC,OC,OC,B,A,A,Reverse,B,A,A,C,B,A,B,Canadian Suplex,12,13,12 P/A,11,10,8 P/A,3,4,2,6,9,12,Double Legdrop 8,Atomic Drop 11 P/A,Boot Smash To Face 8,Finger To Eyes 5 (xx),Maple Leaf Slam 8,Side Swiper 7,Bodyslam 8,Slug To Face 7,Hairpull Take-down 5,Canadian Suplex (S),Ropes,Throw Out Of Ring (DQ),N/A,N/A,Back Body Drop 5,Boot To Face 9,Shoulder Block 6,N/A,Elbow To Neck 8,N/A,N/A,Atomic Drop 11 P/A,Heavyweight,WWF,PD,1987,Tag Team,WWF tag team with G. Valentine in May 1987.,true
SuperSet '87,Jim Brunzell,87_C03,Jim Brunzell,OC,OC,OC,DC,OC,OC/TT,DC,DC,OC,OC,OC,B,B,B,B,Reverse,A,C,A,A,A,A,The Buzzer,10 P/A,10,10,10,12,8 P/A,3,4,10,12,2,5,Ropes,The Buzzer (S),Scissors Lock 8 (xx),Arm Drag Take-down 6,Full Nelson 7,Arm Lock 6,Sting And Flip 7,Fireman's Carry 8,Flying Head Scissor 9,Killer Drop Kick 10 P/A,Headlock 5,N/A,Reverse Cradle 8 P/A,Slingshot 6,N/A,Dropkicks 9,Dropkicks 10,Dropkicks 9,N/A,Backdrop 7,The Buzzer (S),N/A,Heavyweight,WWF,PD,1987,Tag Team,WWF tag team with B. Blair in May 1987.,true
SuperSet '87,Big Boss Man,87_C04,Big Bubba Rogers,OC,DC,DC,DC,OC,OC,OC,OC/TT,OC,DC,DC,A,B,C,A,B,A,B,B,A,A,Reverse,Hit Man Backbreaker,11 P/A,12,10,8*,11,12,5,2,2,3,2,5,Ropes,Arm Bar 5*,Bounce Off Big Belly 8,Bodyslam 6 (xx),Elbow Smash 7,Push To Floor 8,Stomp With Leather Shoe 9,Choke With Suspenders 7,Hit Man Backbreaker (S),Hammer Off Ropes 10 P/A,Throw Over Ropes (DQ),Hit Man Backbreaker (S),N/A,Elbow Smash 6,N/A,Belly Bump 7,N/A,Foot To Face 8,N/A,Shoulder Block 9,N/A,Hit Man Backbreaker (S),Super Heavyweight,NWA,PD,1987,Upper Card,NWA UWF Heavyweight champion in May 1987.,true
SuperSet '87,Dangerous Danny Davis,87_C05,Dangerous Danny Davis,OC,DC,DC,OC,DC,OC,OC,OC/TT,OC,DC,DC,Reverse,A,A,C,B,B,A,B,B,A,A,Referee Slam,13 P/A,9 P/A,8,11,9,10,2,2,8,12,7,12,Use Foreign Object 10 P/A,Referee Slam (S),Hair Pull 5,Kick Out Of Ring (DQ),Slow Count Suplex 7,Hip Toss 6 (xx),Illegal Chokehold 7,Bite To Face 8,Smash With Ring Bell 8,Spit In Eye 5,Ropes,N/A,Kick In Groin 7,N/A,Elbow To Face 8,N/A,Kick To Chest 6,N/A,Shoulder Slam 7,N/A,Referee Slam (S),Use Foreign Object 9 P/A,Cruiserweight,WWF,PD,1987,Lower Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Ultimate Warrior,87_C06,The Dingo Warrior,OC,DC,DC,OC,OC,OC,DC,OC/TT,OC,DC,DC,B,A,B,Reverse,A,A,B,C,B,A,B,Surfboard,10,9*,11,12 P/A,10,11,4,2,2,4,10,12,Dropkick Off Top Rope 11,Surfboard (S),Reverse Bearhug 9*,Forest Hills Headlock 6,Warrior Smash 7 (xx),Continuous Forearms 8,Power Bodyslam 9,Standing Kneedrop 7,Blind With War Flags 10 P/A,Throw Out Of Ring (DQ),Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Shoulder Block 6,Shoulder Block 7,N/A,Warrior Smash 8,Warrior Smash 9 P/A,N/A,Dropkicks 4,Heavyweight,World Class,PD,1987,Upper Card,World Class singles wrestler in May 1987.,true
SuperSet '87,Jim Duggan,87_C07,Jim Duggan,OC,DC,DC,OC/TT,OC,OC,OC,OC,DC,DC,DC,B,A,B,Reverse,A,A,C,B,B,A,A,"Whack With 2""x4""",9,10 P/A,10,11 P/A,8,12,5,2,2,3,8,12,Ropes,Pledge Of Allegiance 4,Elbow Smash 7,Wild Haymaker 9,Overhead Smash 8,Headlock 6 (xx),Power Slam 9,Turnbuckle Smash 7,"Whack With 2""x4"" (S)",Usa Suplex 10 P/A,Throw Out Of Ring (DQ),N/A,N/A,"Whack With 2""x4"" (S)",Bodyblock 6,N/A,Shoulder Slam 7,Haymaker 9,"Whack With 2""x4"" (S)",N/A,Throw Out Of Ring (DQ),"Whack With 2""x4"" (S)",Heavyweight,WWF,PD,1987,Upper Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Ron Garvin,87_C08,Ron Garvin,DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,A,Reverse,B,A,B,B,A,C,A,B,B,Hands Of Stone,9 P/A,10,9,11,9 P/A,12,3,2,2,5,11,12,Ropes,Throw Thru Ropes (DQ),Side Headlock 9 (xx),Hands Of Stone (S),Forearm To Chest 7,Hip Toss 6,Kick To Groin 8,Backdrop 5,Boston Crab 6*,Punch To Forehead 7,Eagle Split 8,Hands Of Stone (S),N/A,Kick To Groin 7,N/A,Hands Of Stone (S),N/A,Shoulder Block 6,Hands Of Stone (S),N/A,Hip Toss 5,N/A,Veteran,NWA,PD,1987,Mid Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Curt Hennig,87_C09,Curt Hennig,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,DC,B,A,B,A,A,C,A,Reverse,A,B,B,Flying Dropkick,9 P/A,10,12 P/A,8,10 P/A,9,5,2,2,3,2,5,Ropes,Sunset Flip 11,Snapmare 8,Abdominal Stretch 9*,Side Headlock 6,Arm Drag Take Down 7,Hip Roll 7,Flying Dropkick (S),Whip Into Turnbuckle 9,Monkey Flip 8 (xx),Flying Body Press 10 P/A,N/A,N/A,Shoulder Block 6,Flying Body Press 10 P/A,Dropkicks 8,Dropkicks 7,Flying Dropkick (S),N/A,Reverse Cradle 5 P/A,Monkey Flip 6,N/A,Heavyweight,AWA,PD,1987,World Champion,AWA World Heavyweight Champion in May 1987.,true
SuperSet '87,Honkey Tonk Man,87_C10,The Honky Tonk Man,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,DC,A,B,Reverse,B,A,B,A,C,B,A,B,Rattle 'n' Roll,9 P/A,9,13,12,10,11 P/A,5,2,2,4,2,6,Ropes,Elvis Suplex 10,Rattle 'n' Roll (S),Knee To Gut 6,Overhead Smash 8 (xx),Side Headlock 7,Punch To Face 8,Graceland Slam 9,Stomp Out Of Ring (DQ),Smash With Guitar 10 P/A,Pelvic Twist 7*,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Shoulder Block 8,Elbow Smash 7,Bodydrop 6,Rattle 'n' Roll (S),N/A,N/A,Rattle 'n' Roll (S),Heavyweight,WWF,PD,1987,Upper Card,WWF Intercontinental Heavyweight Champion in June 1987.,true
SuperSet '87,Special Delivery Jones,87_C11,Special Delivery Jones,OC,OC,OC/TT,OC,OC,DC,OC,DC,DC,OC,OC,A,B,Reverse,B,A,B,A,B,C,A,A,West Indies Sleeper,12 P/A,10,11,13,9,11*,2,2,2,7,2,3,Ropes,West Indies Sleeper (S),Forearm Smash 6,Bearhug 8,Reggae Roll 7,Clothesline 6,Full Nelson 5,Overhead Toss 7,Jamaican Jam 9,Slam Into Ringpost 8 (xx),Surfboard 5*,N/A,Clothesline 6 P/A,Bodyblock 9,Back Bodydrop 7,N/A,Bodyblock 8,N/A,N/A,Shoulder Slam 6,West Indies Sleeper (S),N/A,Heavyweight,WWF,PD,1987,Lower Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Dutch Mantel,87_C12,Dirty Dutch Mantel,OC,OC,OC,DC,OC/TT,OC,OC,DC,DC,DC,OC,A,Reverse,C,A,B,B,B,A,B,A,A,Dirty Dutch Oven,8,10,11,9,11 P/A,11 P/A,3,3,8,12,2,6,Ropes,Snapmare 5,Kansas City Suplex 9 P/A,Arm Bar And Twist 6,Continuous Forearms 7,Fist To Head 8,Face Clencher 8,Kick To Ribs 7 (xx),Dirty Dutch Oven (S),Kick To Chest 9,Netherlands Crunch 10,N/A,Shoulder Smash 8,N/A,Kick To Chest 6,N/A,Bodydrop 5,N/A,Elbow To Face 7,Elbow Smash 9,N/A,Throw Out Of Ring (DQ),Heavyweight,NWA,PD,1987,Tag Team,NWA tag team with B. Jaggers in April 1987.,true
SuperSet '87,Bobby Jaggers,87_C13,Hangman Bobby Jaggers,DC,DC,OC,OC,DC,OC,OC/TT,OC,DC,DC,OC,A,A,C,B,A,B,B,A,B,Reverse,A,Jayhawk Slingshot,10 P/A,9 P/A,11,11,11,8,3,3,8,12,2,6,Smash With Chair 10 P/A,Throw Out Of Ring (DQ),Jayhawk Slingshot (S),Snapmare 6 (xx),Kidney Punch 8,Elbow To Face 9,Right Hand Smash 7,Chinlock 8,Kick To Gut 5,Tornado Smash 9,Ropes,Throw Out Of Ring (DQ),N/A,Elbow Smash 9,Elbow To Face 7,N/A,Bodydrop 5,N/A,Kick To Chest 6,N/A,Shoulder Smash 8,N/A,Heavyweight,NWA,PD,1987,Tag Team,NWA tag team with D. Mantel in April 1987.,true
SuperSet '87,Bobby Eaton,87_C14,Beautiful Bobby Eaton,DC,OC,OC,OC,OC/TT,OC,OC,DC,DC,DC,DC,A,A,C,Reverse,A,A,B,B,B,B,A,Midnight Bodyslam,10 P/A,11,10,9,12,10 P/A,4,4,9,12,8,12,Ropes,Flying Kneedrop 8,Chiropractor Crunch 9 P/A,Hit With Tennis Racket 9,Leg Takedown 5 (xx),Arm Lock 6,Rub Face In Ringmat 7,Elbow Smash 8,Midnight Bodyslam (S),Slingshot 7,Throw Out Of Ring (DQ),Midnight Bodyslam (S),N/A,Slingshot 9 P/A,N/A,Shoulder Smash 7,N/A,Elbow To Throat 8,Backdrop 6,N/A,Midnight Bodyslam (S),N/A,Heavyweight,NWA,PD,1987,Tag Team,NWA tag team with S. Lane in May 1987.,true
SuperSet '87,Stan Lane,87_C15,Sweet Stan Lane,DC,DC,DC,DC,OC,OC,OC/TT,OC,OC,OC,DC,A,A,B,B,B,B,A,C,Reverse,A,A,Midnight Bodyslam,12,13 P/A,11,10,11 P/A,10,4,4,9,12,8,12,Ropes,Elbow Smash 9,Midnight Bodyslam (S),Snapmare 5,Standing Arm Bar 6 (xx),Side Headlock 7,Smash Into Turnbuckle 8,Turnaround Sidekick 7,Eye Gouge 9,Suplex Express 9 P/A,Throw Out Of Ring (DQ),N/A,Midnight Bodyslam (S),N/A,Backdrop 6,Elbow To Throat 8,N/A,Shoulder Smash 7,N/A,Slingshot 9 P/A,N/A,Midnight Bodyslam (S),Cruiserweight,NWA,PD,1987,Tag Team,NWA tag team with B. Eaton in May 1987.,true
SuperSet '87,Sean Royal,87_C16,Sean Royal,OC,OC,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,A,Reverse,B,B,A,B,B,A,C,A,A,Funky Suplex,10,11,12 P/A,10 P/A,12,11,4,3,2,5,8,12,Ropes,Side Bearhig 8*,Bodyslam 7,Vertical Backbreaker 9,Radical Elbow 8,Chop To Chest 6,Sidewinder Legkick 7,Eye Gouge 6 (xx),Funky Suplex (S),Throw Thru Ropes (DQ),Flying Lariat 9 P/A,Toss Thru Ropes (DQ),N/A,Slingshot 10,N/A,N/A,Shoulder Block 7,Elbow Smash 8,Flying Lariat 9 P/A,N/A,Shoulder Block 6,N/A,Cruiserweight,NWA,PD,1987,Tag Team,NWA tag team with C. Champion in May 1987.,true
SuperSet '87,Chris Champion,87_C17,Chris Champion,DC,OC,DC,OC,OC,OC/TT,OC,DC,DC,OC,OC,A,C,B,A,B,B,A,B,Reverse,A,A,Funky Suplex,12,14 P/A,13,10,11 P/A,12,4,3,2,5,8,12,Ropes,Throw Into Ring Monitor (DQ),Funky Suplex (S),Hair Pull 5 (xx),Trendy Bodyslam 9,Forearm Chop 7,Chinlock 6,Double Fist To Gut 7,Leg Scissors 8,Butt With Punky Head 9,Kneedrop Off Top Rope 10 P/A,Backdrop 8,Flying Lariat 9 P/A,Elbow Smash 8,N/A,N/A,Shoulder Block 7,N/A,N/A,Slingshot 10,N/A,Toss Thru Ropes (DQ),Cruiserweight,NWA,PD,1987,Tag Team,NWA tag team with S. Royal in May 1987.,true
SuperSet '87,Shunji Takano,87_C18,The Super Ninja,OC,OC,OC/TT,DC,OC,OC,DC,OC,DC,OC,DC,A,B,A,Reverse,B,A,A,B,C,A,B,Ninja Shadow Attack,9,10*,8,12,14 P/A,13,3,2,2,6,9,12,Ropes,Far Eastern Crab 9,Reverse Bodyslam 8,Elbow Smash 5,Flying Sidekick 7 (xx),Knifehand 6,Kick To Groin 9,Crescent Kick 8,Ninja Shadow Attack (S),Choke 6,Throw Out Of Ring (DQ),Powerslam 9 P/A,Shoulder Block 7,N/A,N/A,Knifehand 7,N/A,Flying Front Kick 8,N/A,Back Body Drop 9,Ninja Shadow Attack (S),N/A,Heavyweight,AWA,PD,1987,Tag Team,"AWA tag team with L. Zbyszko, M. Saito and B. Zhukov in May 1987.",true
SuperSet '87,One Man Gang,87_C19,The One Man Gang,DC,OC,DC,OC,OC,OC,OC,DC,DC,OC/TT,DC,Reverse,A,B,A,B,A,B,B,A,C,A,Blaster,10 P/A,11,12 P/A,11,12,11 P/A,5,1,10,12,9,12,Ropes,Growl At Foe 4,Blaster (S),Crippling Suplex 10,Face Grinder 8,Lift By Throat 9,Boot To Head 7,Ram Into Turnbuckle 6 (xx),Tattoo Haed Smash 8,Gangbuster 10 P/A,Kick Out Of Ring (DQ),N/A,Bearhug 10*,N/A,N/A,Belly Bump 8,Shoulder Block 9,Body Block 10,N/A,N/A,Blaster (S),Body Block 10,Super Heavyweight,WWF,PD,1987,Upper Card,NWA UWF Heavyweight champion in April 1987.,true
SuperSet '87,Ken Patera,87_C20,Ken Patera,OC,DC,OC,DC,DC,OC,OC,OC,OC/TT,OC,DC,A,Reverse,A,B,A,B,A,B,B,C,A,Wrenching Backbreaker,11,10,11 P/A,12*,9,10,4,2,2,4,10,12,Prison Piledriver 9 P/A,Full Nelson 5,Wrenching Backbreaker (S),Olympic Military Press 9,Turnbuckle Slam 8,Arm Drag Takedown 7,Smash To Face 7 (xx),Reverse Backbreaker 8,Elbow To Neck 6,Heaving Bodyslam 6,Ropes,Reverse Backbreaker 9*,Smash To Face 8,N/A,N/A,Shoulder Block 6,N/A,Body Block 8,N/A,Scoop Slam 7,N/A,Throw Thru Ropes (DQ),Heavyweight,WWF,PD,1987,Mid Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Boris Zhukov,87_C21,Boris Zhukov,OC,DC,DC,OC/TT,OC,OC,OC,DC,DC,OC,OC,A,A,C,B,A,B,B,A,B,A,Reverse,Russian Sickle,12,13,11 P/A,10,14*,9,4,2,2,6,2,6,Ropes,Russian Sickle (S),Throw Thru Ropes (DQ),Siberian Backbreaker 8*,Uncoordinated Forearm 5,Elbow To Neck 7 (xx),Kick To Groin 9,Stomp On Chest 9,Lenningrad Leglock 8,Hair Pull 4,Choke With Soviet Flag 10,Throw Thru Ropes (DQ),N/A,Elbow To Throat 9,N/A,N/A,Kick To Chest 8,Shoulder Block 6,N/A,N/A,Back Bodydrop 7,Throw Thru Ropes (DQ),Heavyweight,WWF,PD,1987,Tag Team,AWA World Tag Team champion in late May 1987.,true
SuperSet '87,Steve Simpson,87_C22,Steve Simpson,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,OC,B,A,B,A,C,Reverse,A,B,A,A,B,South African Suplex,12 P/A,14,10,9 P/A,13,11,5,3,10,12,2,5,Ropes,Diamond Piledriver 10 P/A,Johannesburg Sleeper 7*,Reverse Cradle 9,Flying Mare 8,Monkey Flip 6,Leaping Headscissors 7,Apartheid Smash 9,Flying Dropkick 7 (xx),South African Suplex (S),Bota Blast 10 P/A,Reverse Cradle 8 P/A,N/A,N/A,Johannesburg Sleeper 8*,Flying Elbow 9,Flying Dropkick 9,Flying Dropkick 7,Flying Body Press 9 P/A,Monkey Flip 6,N/A,N/A,Cruiserweight,World Class,PD,1987,Mid Card,World Class singles wrestler in May 1987.,true
SuperSet '87,Adnan Al-Kaissie,87_C23,Sheik Adnan Al-Kaissie,DC,OC/TT,DC,DC,OC,OC,OC,OC,DC,OC,DC,A,B,B,A,A,B,B,C,A,Reverse,A,Terrorist Backsplash,10,11 P/A,12 P/A,11,10,12,3,1,2,7,7,12,Throw Out Of Ring (DQ),Terrorist Backsplash (S),P.l.o. Piledriver 8,Side Splash 5,Smash Into Turnbuckle 7,Standing Chokehold 6 (xx),Knee To Solar Plexus 7,Elbow Smash 8,Maul Outside Ring 10,Achille Lauro Leglock 9*,Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,N/A,Kick To Chest 7,Shoulder Block 6,Powerslam 8,Claw 10*,N/A,Veteran,AWA,PD,1987,Tag Team,AWA singles and tag team wrestler in May 1987.,true
SuperSet '87,Koko B. Ware,87_C24,Koko B. Ware,OC,DC,OC/TT,OC,DC,OC,DC,OC,OC,OC,OC,A,B,A,C,B,A,A,B,Reverse,B,A,Birdbuster,12,9 P/A,10,10,11,9 P/A,4,2,9,12,2,3,Ropes,Armdrag Take-down 6,Backroll Press 7,Parrot Piledriver 9,Arm Whip 6,Turnbuckle Smash 8,Side Headlock 7,Snap Mare 6,Birdbuster (S),Hip Roll 5 (xx),B'man Strut 10,Birdbuster (S),N/A,Slingshot 9,N/A,Leap Frog 5,Shoulder Block 6,Backdrop 7,Arm Whip 8,N/A,N/A,N/A,Heavyweight,WWF,PD,1987,Mid Card,WWF singles wrestler in May 1987.,true
SuperSet '87,Tom Zenk,87_C25,Tom Zenk,DC,DC,OC,OC,OC,OC/TT,OC,DC,DC,DC,DC,A,B,A,B,Reverse,A,A,A,C,B,B,Flying Body Press,9,10 P/A,10,10,9 P/A,10,2,3,9,12,8,12,Ropes,Flying Headscissors 9 (xx),Leap Frog And Slam 5,Continuous Forearms 7,Extended Arm Twist 6,Flying Dropkick 7,American Arm Drag 8,Foreman's Carry 6,Standing Back Flip 5,Flying Body Press (S),Small Package 8 P/A,Small Package 8 P/A,N/A,N/A,Shoulder Slam 5,Flying Body Press (S),Dropkick 6,Dropkick 7,N/A,Reverse Cradle 8 P/A,N/A,Flying Body Press (S),Young Star,WWF,PD,1987,Tag Team,WWF tag team wrestler with R. Martel in May 1987.,true
SuperSet '87,Leilani Kai,87_CC1,Leilani Kai,OC,DC,DC,OC/TT,OC,DC,OC,OC,DC,DC,OC,A,A,B,C,A,B,A,Reverse,B,B,B,Volcanic Smash,10,11,12 P/A,10 P/A,11,11,1,2,2,6,2,5,Ropes,Bodyslam 6,Yank By Hair 6 (xx),Honolulu Smash 8,Slam Into Turnbuckle 7,Elbow Smash 6,Dropkicks 7,Hawaiian Hammer 8,Throw Out Of Ring (DQ),Volcanic Smash (S),Choke On Ropes 4,Backdrop 8,Volcanic Smash (S),N/A,N/A,Hawaiian Hammer 8,Hawaiian Hammer 7,Dropkick 6,N/A,N/A,Volcanic Smash (S),Backdrop 6,Women,WWF,PD,1987,Tag Team,WWF World Women’s tag team champion with J. Martin in May 1987.,true
SuperSet '87,Sherri Martel,87_CC2,Sensational Sherri Martel,DC,OC,OC,OC/TT,OC,OC,DC,DC,DC,DC,DC,B,B,A,A,B,B,B,A,A,C,Reverse,Foreign Objects,15 P/A,12 P/A,11,13,14,13,1,2,2,6,7,12,Throw Out Of Ring (DQ),Spit On Foe 4,Foreign Objects (S),Rake Eyes With Fingernails 7,Arm Bar 5 (xx),Elbow Drop 6,Stomp On Head 8,Small Package 5 P/A,Whip With Leather Belt 9,Yank Hair 8,Ropes,Small Package 5 P/A,N/A,Bodyblock 8,N/A,Slingshot 7,N/A,Bodyblock 6,N/A,Elbow Smash 8,Foreign Objects (S),N/A,Women,AWA,PD,1987,World Champion,AWA World Women’s champion in May 1987.,true
SuperSet '87,Fabulous Moolah,87_CC3,The Fabulous Moolah,DC,DC,DC,DC,DC,OC/TT,OC,OC,OC,OC,DC,B,A,A,C,A,A,B,A,B,Reverse,B,Money Roll,9,10 P/A,11,11,10,9 P/A,1,3,2,4,2,6,Ropes,Use Foreign Object 9,Money Roll (S),Leg Dive Take-down 7,Yank By Hair 6,Eye Gouge 7 (xx),Chinlock 5,Kick To Breast 8,Bite Forehead 6,Fabulous Fingerlock 10*,Dollar Krunch 11 P/A,N/A,Backdrop 5,Money Roll (S),N/A,Kick To Chest 7,Shoulder Block 8,N/A,N/A,Elbow Smash 6,N/A,Throw Out Of Ring (DQ),Women,WWF,PD,1987,World Champion,WWF World Women's champion in May 1987.,true
SuperSet '87,Wendi Richter,87_CC4,Wendi Richter,OC,OC/TT,OC,DC,DC,OC,OC,DC,OC,DC,DC,A,B,C,Reverse,A,A,B,A,B,A,B,Lone Star Sleeper,8,9*,10,9,9,8,1,1,2,5,10,12,Ropes,Yank By Hair 5 (xx),Cowgirl Crunch 9*,Bodyslam 7,Forearm To Head 5,Dropkicks 7,Full Nelson 8,Scissorlock 6,Lone Star Sleeper (S),Longhorn Piledriver 10 P/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Backdrop 5,Dropkicks 7,Full Nelson 8,Scissorlock 6,N/A,N/A,Lone Star Sleeper (S),N/A,Women,Misc,PD,1987,Upper Card,NWF Women’s champion in May 1987.,true
